Value
1.630000114
1.630000114
1.630000114
1.630000114
1.630000114
1.630000114
1.630000114
1.630000114
1.630000114
1.630000114
1.630000114
1.630000114
1.57
1.57
1.57
1.57
1.57
1.57
1.57
1.57
1.57
1.57
1.57
1.57
1.52
1.52
1.52
1.52
1.52
1.52
1.52
1.52
1.52
1.52
1.52
1.52
1.5
1.5
1.5
1.5
1.5
1.5
1.5
1.5
1.5
1.5
1.5
1.5
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.45
1.42
1.42
1.42
1.42
1.42
1.42
1.42
1.42
1.42
1.42
1.42
1.42
1.36
1.36
1.36
1.36
1.36
1.36
1.36
1.36
1.36
1.36
1.36
1.36
1.33
1.33
1.33
1.33
1.33
1.33
1.33
1.33
1.33
1.33
1.33
1.33
1.32
1.32
1.32
1.32
1.32
1.32
1.32
1.32
1.32
1.32
1.32
1.32
1.27
1.27
1.27
1.27
1.27
1.27
1.27
1.27
1.27
1.27
1.27
1.27
1.21
1.21
1.21
1.21
1.21
1.21
1.21
1.21
1.21
1.21
1.21
1.21
1.64
1.64
1.64
1.64
1.64
1.64
1.74
1.74
1.74
1.74
1.74
1.74
1.77
1.77
1.77
1.77
1.77
1.77
1.87
1.87
1.87
1.87
1.87
1.87
2.08
2.08
2.08
2.35
2.35
2.35
2.7
2.7
2.7
4.1
4.1
4.1
13
13
13
10.59999847
10.59999847
10.59999847
10
10
10
10.29999924
10.29999924
10.29999924
10.42000008
10.42000008
10.42000008
10.42000008
10.42000008
10.42000008
10.43000031
10.43000031
10.43000031
10.46000004
10.46000004
10.46000004
11.51000023
11.51000023
11.51000023
11.51000023
11.51000023
11.51000023
11.60000038
11.60000038
11.60000038
11.89999962
11.89999962
11.89999962
12.5
12.5
12.5
12.44999981
12.44999981
12.44999981
12.63000011
12.63000011
12.63000011
12.68000031
12.68000031
12.68000031
12.65999985
12.65999985
12.65999985
12.68000031
12.69999981
12.72999954
12.77000046
12.78999996
12.80000019
12.85000038
13.19999981
14.5
17.45000029
20.75
22.02499962
22.42500019
33.5
34.67499924
33.5
34
35.5
37.25
40.75
39.75
39
37.25
37
36.57500076
37.04999924
37
35.375
32.94999886
32.82500076
37.35000038
40.29999924
39.75
39.77499962
37.89999962
37.59999847
36.36999893
34.28499985
32.70999908
33.51000023
33.9849987
33.98500061
34.61000061
35.68000031
35.40999985
35.04999949
32.27333349
30.16666654
31.56666603
33.04333293
32.76666667
32.91666718
32.41666641
33.46666641
33.78333384
32.84999975
31.46666679
30.65333303
29.11333338
28.32000033
29.69333331
29.35999997
29.96666718
30.46666654
30.65333303
30.07000033
29.61666679
29.16666667
28.81333351
29.04333305
29.2033329
29.53333346
29.57333247
29.46000036
29.05000051
27.986667
28.17000008
28.35333316
27.85333316
27.65000025
26.81333351
26.63333333
27.6
27.85
27.8
26.65
26.36666667
26.38333333
27.01666667
26.98333333
27.81666667
28.6
26.5
24.68333333
15.91666667
12.65
11.9
13.71666667
11.85
9.616666667
13.7
14.08333333
13.95
14.45
15.68333333
18.06666667
17.25
17.75
17.9
18.4
18.71666667
19.61666667
18.81666667
18.28333333
18.56666667
17.75
16.63333333
16.46666667
15.85
14.78333333
16.46666667
16.21666667
15.33333333
14.48333333
14.55
13.1
12.18333333
12.53333333
14.65
16.48333333
16.35
18.03333333
19.2
18.01666667
17.63333333
17.66666667
16.88333333
17.66666667
18.41666667
18.36666667
19.35
20.35
19.6
18.21666667
16.55
16.58333333
15.26666667
17.16666667
26.4
32.7
34.5
31.08333333
26.13333333
22.58333333
18.13333333
18.06666667
18.46666667
18.81666667
17.93333333
19.05
19.36666667
20.05
21.46666667
20.76666667
17.75
17.38333333
17.61666667
17.45
18.63333333
19.5
20.83333333
20.16666667
19.61666667
20.15
20.08333333
18.88333333
17.93333333
17.21666667
18.16666667
18.46666667
18.43333333
18.16666667
17.46666667
16.31666667
16.48333333
15.9
16.51666667
15.2
13.76666667
14.13333333
13.78333333
13.61666667
15.08333333
16.28333333
17.16666667
17.88333333
17
16.2
16.46666667
17.08333333
15.94
16.9
17.41666667
17.34666667
18.64666667
18.42333333
17.36333333
16.08333333
16.46666667
16.82
16.12333333
16.74333333
17.86666667
17.8
17.69666667
19.4
20.66
19.06333333
18.51333333
19.58666667
20.44
22.25666667
23.61
22.39
23.62333333
23.22666667
20.42
19.33
17.88
19.36743333
17.92
18.33
18.7
18.66174603
20.04
19.08666667
17.09
15
14.1
13.12333333
13.5
14.02666667
12.479
12.69966667
12.48796667
13.80333333
13.26333333
11.88
10.41
11.44333333
10.75333333
13.16666667
15.86666667
16.06333333
16.39333333
18.98666667
20.27
22.7
21.95
24.16333333
25.1
25.31
27.22096667
27.49
23.47
27.18666667
29.62076667
28.17666667
29.2629
32.08283333
31.40016667
32.331
25.20466667
25.95727273
27.23883333
25.02257576
25.718
27.5468254
26.96603175
24.80367965
25.82115942
25.20766667
20.73188406
18.68818182
18.51978947
19.15481241
19.97523684
23.64066667
25.43424242
25.67234519
24.4880575
25.7547481
26.77580087
28.28079365
27.52681159
24.5424812
27.88698413
30.75031746
32.88337719
30.35920635
25.55596825
26.0649127
27.91714286
28.59158762
29.67555556
26.88233045
29.01449275
29.12274074
29.96920635
31.3677193
31.33133333
33.66507246
33.7113925
37.55789891
35.5427417
37.89199856
42.08406926
41.5968254
46.88111111
42.12554545
39.04494444
42.97227778
44.81821053
50.94287879
50.64047619
47.82657287
53.89030303
56.36580952
61.89052042
61.68769841
58.18507937
55.0428254
56.42964286
62.45703968
59.70492105
60.92927536
67.97057505
68.67594862
68.29015152
72.45013367
71.81188406
62.12125397
57.91046898
58.14304545
60.99441228
53.5169697
57.5625
60.59984848
65.05764035
65.15725955
68.18809524
73.60169553
70.12681159
76.7624386
81.96724638
91.33826118
89.51994152
90.68993506
93.38759064
101.8428333
108.7581818
122.6326089
131.5211111
132.8251845
114.5668254
99.65676768
72.69275362
53.97272807
41.33892496
43.85521429
41.84367544
46.64530303
50.27809524
58.15388889
69.14969697
64.66667325
71.62968254
68.34611111
74.08060606
77.55230159
74.88181818
77.12108772
74.76301559
79.29768116
84.18285714
75.61831746
74.725
74.57940115
75.82626984
76.11624098
81.71936508
84.53406349
90.00596179
92.69059524
97.91419201
108.6452174
116.2431667
108.068513
105.8454545
107.9166111
100.4864251
100.8193506
99.84775397
105.4050144
104.2304762
107.0745723
112.6875238
117.785
113.6655
104.0860343
90.72825397
96.75411255
105.273637
106.2849649
103.4078656
101.1744156
101.1936667
105.1002165
107.6374357
102.5225
98.8519697
99.36663341
99.74266667
105.2579051
108.1576364
108.7577302
105.4271344
102.6264912
105.4816508
102.0966667
104.8266667
104.04
104.8666667
105.7133333
108.3733333
105.2266667
100.05
95.85
86.08
76.99333333
60.70333333
47.10666667
54.79
52.82666667
57.54333333
62.50666667
61.30666667
54.34
45.69
46.28
46.95666667
43.11333333
36.57333333
29.78
31.03
37.34
40.75
45.93666667
47.68666667
